latitude,longitude,brightness,acq_date,confidence,frp
-22.5374,117.3015,422.6,2000-11-21,100,1527.8
-22.5399,117.3257,362.8,2000-11-21,100,300.8
-23.4586,119.6678,404.3,2000-11-21,100,1866.8
-23.4617,119.7056,393.6,2000-11-21,100,1441.5
-23.4647,119.662,363.1,2000-11-21,100,580.7
-23.4675,119.6998,363.0,2000-11-21,100,582.9
-24.5067,120.7334,377.5,2000-11-21,100,1193.0
-24.5022,120.6826,369.9,2000-11-21,100,943.9
-24.5054,120.7283,383.0,2000-11-21,100,1414.4
-20.0283,139.3388,320.3,2000-11-21,100,15.0
-20.0177,139.347,328.4,2000-11-21,100,24.4
-20.0192,139.3372,329.8,2000-11-21,100,26.0
-23.0947,117.4897,326.3,2000-11-21,100,30.0
-23.0848,117.4876,336.1,2000-11-21,100,47.1
-23.0749,117.4857,320.3,2000-11-21,100,21.0
-23.0865,117.4141,383.6,2000-11-21,100,224.7
-23.0884,117.4022,379.3,2000-11-21,100,200.1
-23.0767,117.4121,344.7,2000-11-21,100,67.0
-23.0786,117.4002,329.2,2000-11-21,100,34.8
-22.5262,117.2683,333.2,2000-11-21,100,43.1
-22.5281,117.2565,331.9,2000-11-21,100,40.6
-21.9288,119.6076,334.9,2000-11-21,100,78.4
-21.9318,119.5909,346.7,2000-11-21,100,123.3
-21.9202,119.5885,365.4,2000-11-21,100,224.9
-21.9232,119.5717,353.9,2000-11-21,100,155.3
-21.9262,119.555,327.4,2000-11-21,100,55.0
-21.9223,119.6006,354.8,2000-11-21,100,162.4
-21.9253,119.5838,367.5,2000-11-21,100,238.5
-21.9282,119.567,332.1,2000-11-21,100,65.6
-21.9311,119.5504,320.2,2000-11-21,100,37.0
-21.7635,118.3861,350.3,2000-11-21,100,108.2
-21.766,118.3719,325.9,2000-11-21,100,39.4
-21.761,118.3797,337.7,2000-11-21,100,67.4
-21.9096,115.9886,320.3,2000-11-21,100,18.5
-21.9019,115.9764,339.8,2000-11-21,100,45.7
-21.8942,115.9642,346.8,2000-11-21,100,61.0
-21.3494,118.0454,326.0,2000-11-21,100,36.2
-21.3517,118.032,341.7,2000-11-21,100,73.1
-21.3583,118.0271,325.6,2000-11-21,100,35.3
-21.3455,118.0385,335.5,2000-11-21,100,57.2
-21.3214,118.1178,334.2,2000-11-21,100,53.3
-21.3236,118.1043,327.5,2000-11-21,100,38.7
-14.0217,127.2697,386.6,2000-11-22,100,181.9
-16.11,127.1586,367.2,2000-11-22,100,104.2
-16.118,127.1469,366.5,2000-11-22,100,102.6
-16.1835,127.0263,381.3,2000-11-22,100,162.4
-16.1914,127.0147,360.9,2000-11-22,100,81.0
-16.1929,127.0249,389.5,2000-11-22,100,203.0
-16.1976,127.0182,360.4,2000-11-22,100,77.2
-19.3552,125.8678,373.3,2000-11-22,100,114.2
-20.7611,121.811,390.3,2000-11-22,100,203.8
-20.7628,121.8216,368.0,2000-11-22,100,96.3
-20.7667,121.8149,381.0,2000-11-22,100,156.1
-21.8312,127.2102,408.0,2000-11-22,100,415.1
-21.8328,127.2227,419.6,2000-11-22,100,546.5
-20.7755,118.1091,370.3,2000-11-22,100,241.4
-20.7798,118.1014,365.9,2000-11-22,100,206.0
-20.7982,118.1344,378.3,2000-11-22,100,316.1
-21.1169,119.6044,366.3,2000-11-22,100,150.2
-21.1546,119.6056,368.9,2000-11-22,100,168.9
-21.157,119.6196,368.4,2000-11-22,100,164.1
-21.6983,121.0589,381.0,2000-11-22,100,178.8
-21.7002,121.0702,381.7,2000-11-22,100,181.1
-21.7098,121.0684,384.0,2000-11-22,100,195.2
-21.6974,118.2361,363.1,2000-11-22,100,187.9
-21.7774,118.3664,381.0,2000-11-22,100,315.4
-24.3826,119.9798,418.8,2000-11-22,100,497.3
-24.3847,119.9918,372.6,2000-11-22,100,143.8
-24.8471,122.4266,361.5,2000-11-22,100,74.0
-26.044,124.8348,328.8,2000-11-22,100,43.8
-26.0335,124.8333,370.8,2000-11-22,100,190.7
-26.0351,124.8195,334.2,2000-11-22,100,55.1
-24.4353,126.5281,333.4,2000-11-22,100,36.2
-24.4366,126.5174,329.0,2000-11-22,100,29.6
-24.4272,126.5159,322.6,2000-11-22,100,20.9
-24.4178,126.5144,323.1,2000-11-22,100,21.8
-24.6935,123.598,336.5,2000-11-22,100,78.1
-24.6839,123.5808,326.5,2000-11-22,100,51.1
-24.2573,120.7401,322.5,2000-11-22,100,77.7
-24.2435,120.7386,324.3,2000-11-22,100,83.8
-24.235,120.7572,322.6,2000-11-22,100,79.7
-23.3843,125.2678,336.8,2000-11-22,100,49.7
-23.4452,119.9084,321.5,2000-11-22,100,80.0
-23.4162,119.9054,340.5,2000-11-22,100,193.4
-23.4145,119.8998,333.9,2000-11-22,100,146.2
-23.3351,119.4618,326.9,2000-11-22,100,117.1
-23.3376,119.4319,326.8,2000-11-22,100,121.8
-23.3129,119.5478,366.0,2000-11-22,100,492.3
-23.3226,119.4305,326.8,2000-11-22,100,117.4
-23.3362,119.4552,333.2,2000-11-22,100,154.3
-23.3107,119.5702,321.8,2000-11-22,100,83.2
-23.3134,119.5413,363.9,2000-11-22,100,463.9
-23.3213,119.4538,342.3,2000-11-22,100,225.8
-23.2985,119.5399,341.7,2000-11-22,100,215.5
-23.2835,119.5398,325.4,2000-11-22,100,101.3
-22.0292,119.7711,321.3,2000-11-22,100,74.4
-22.0149,119.7693,342.5,2000-11-22,100,198.0
-22.0174,119.7426,332.2,2000-11-22,100,128.7
-21.8809,119.6129,321.5,2000-11-22,100,74.4
-21.8834,119.5852,349.5,2000-11-22,100,267.5
-21.8791,119.6059,340.4,2000-11-22,100,189.0
-21.8818,119.5781,341.9,2000-11-22,100,202.3
-19.3685,125.881,323.8,2000-11-22,100,21.2
-15.2147,128.8089,362.0,2000-11-22,100,107.4
-15.2163,128.7982,322.9,2000-11-22,100,20.0
-15.2002,128.8393,356.4,2000-11-22,100,90.4
-15.2018,128.8286,368.9,2000-11-22,100,133.6
-15.2035,128.818,399.4,2000-11-22,100,301.5
-15.2051,128.8073,358.4,2000-11-22,100,95.1
-15.1873,128.8592,329.9,2000-11-22,100,31.5
-15.1889,128.8485,326.3,2000-11-22,100,25.4
-15.1387,128.7685,334.1,2000-11-22,100,36.9
-15.1797,128.4966,325.4,2000-11-22,100,26.9
-15.1242,128.799,340.2,2000-11-22,100,50.6
-15.1258,128.7883,375.1,2000-11-22,100,161.1
-15.1275,128.7776,331.1,2000-11-22,100,32.8
-15.1291,128.767,346.9,2000-11-22,100,64.6
-14.0825,127.2056,323.8,2000-11-22,100,18.7
-13.9754,127.309,322.2,2000-11-22,100,16.8
-13.9648,127.3171,368.3,2000-11-22,100,112.7
-13.9676,127.298,321.9,2000-11-22,100,15.9
-13.969,127.2884,320.5,2000-11-22,100,14.9
-15.2766,129.191,368.7,2000-11-23,100,719.4
-15.2812,129.1827,374.5,2000-11-23,100,862.3
-18.2448,142.0099,375.2,2000-11-23,100,171.7
-18.5832,141.876,361.8,2000-11-23,100,106.3
-19.2051,138.4102,362.7,2000-11-23,100,73.1
-19.2127,138.3993,376.6,2000-11-23,100,119.0
-19.2395,138.4562,360.4,2000-11-23,100,66.7
-19.8522,140.6077,362.4,2000-11-23,100,82.3
-19.8589,140.5844,426.1,2000-11-23,100,518.7
-19.8618,140.6064,366.0,2000-11-23,100,94.3
-20.2613,141.0073,364.3,2000-11-23,100,105.7
-20.2864,140.9682,394.4,2000-11-23,100,272.8
-20.2879,140.9798,398.8,2000-11-23,100,305.0
-20.2932,140.9437,420.5,2000-11-23,100,502.5
-20.2948,140.9553,451.4,2000-11-23,100,943.4
-20.2963,140.9669,500.0,2000-11-23,100,2112.9
-20.2978,140.9785,444.3,2000-11-23,100,826.8
-20.3031,140.9423,393.9,2000-11-23,100,260.0
-20.305,140.9473,361.8,2000-11-23,100,92.3
-26.0706,124.8215,378.4,2000-11-23,100,1194.7
-26.07,124.8162,376.4,2000-11-23,100,1137.6
-22.1898,123.4401,360.2,2000-11-23,100,545.6
-22.1932,123.4802,367.8,2000-11-23,100,729.0
-22.1963,123.4748,371.5,2000-11-23,100,825.0
-22.0388,119.473,412.1,2000-11-23,100,930.4
-22.041,119.4934,388.9,2000-11-23,100,520.0
-22.0516,119.4715,368.2,2000-11-23,100,270.7
-22.0537,119.4919,382.7,2000-11-23,100,435.1
-21.7288,115.9529,425.0,2000-11-23,100,567.1
-21.7303,115.9647,371.5,2000-11-23,100,144.4
-21.7386,115.9515,394.3,2000-11-23,100,272.5
-21.7409,115.8917,399.9,2000-11-23,100,300.1
-21.7424,115.9033,394.7,2000-11-23,100,262.9
-21.7485,115.9501,389.1,2000-11-23,100,235.7
-21.75,115.9618,364.8,2000-11-23,100,113.5
-21.7508,115.8903,392.8,2000-11-23,100,247.8
-21.7523,115.9019,386.8,2000-11-23,100,210.0
-21.7584,115.9486,367.8,2000-11-23,100,122.9
-21.7606,115.8889,412.5,2000-11-23,100,408.7
-21.7621,115.9005,429.8,2000-11-23,100,608.7
-21.7627,115.8946,434.6,2000-11-23,100,675.7
-21.7642,115.9063,363.1,2000-11-23,100,100.0
-21.7725,115.8932,362.4,2000-11-23,100,96.1
-21.7991,115.8657,382.0,2000-11-23,100,183.0
-21.8006,115.8773,369.9,2000-11-23,100,121.7
-21.8089,115.8643,372.4,2000-11-23,100,134.0
-21.8104,115.8759,362.3,2000-11-23,100,90.9
-22.4234,118.286,377.3,2000-11-23,100,280.0
-22.4208,118.2976,364.3,2000-11-23,100,178.4
-23.954,118.4601,369.1,2000-11-23,100,232.2
-24.2787,121.1212,368.8,2000-11-23,100,486.2
-24.291,121.0904,368.2,2000-11-23,100,463.7
-24.2936,121.1198,380.2,2000-11-23,100,704.3
-24.3058,121.089,361.4,2000-11-23,100,376.5
-24.3084,121.1182,367.6,2000-11-23,100,487.7
-24.2864,120.7193,361.3,2000-11-23,100,322.8
-24.3083,121.1128,363.8,2000-11-23,100,432.6
-24.3908,120.0675,365.7,2000-11-23,100,288.8
-24.5608,120.7579,360.5,2000-11-23,100,331.1
-24.6751,119.1537,360.7,2000-11-23,100,216.8
-24.6773,119.175,369.4,2000-11-23,100,298.9
-24.676,119.1696,369.5,2000-11-23,100,302.3
-25.3191,123.1719,370.6,2000-11-23,100,823.1
-28.3959,151.6328,354.6,2000-11-23,100,287.2
-28.401,151.6082,323.2,2000-11-23,100,88.2
-28.3823,151.6291,321.5,2000-11-23,100,82.3
-28.3904,151.6259,359.0,2000-11-23,100,328.4
-18.2606,142.0485,329.7,2000-11-23,100,25.5
-18.2509,141.9876,325.5,2000-11-23,100,20.4
-18.2524,141.978,320.3,2000-11-23,100,14.6
-15.3301,135.7785,324.8,2000-11-23,100,41.8
-15.3173,135.7915,347.9,2000-11-23,100,109.3
-15.319,135.777,324.5,2000-11-23,100,40.9
-25.9373,124.7532,380.6,2000-11-23,100,431.9
-25.9411,124.7332,328.2,2000-11-23,100,68.0
-24.6009,124.7583,344.9,2000-11-23,100,156.7
-24.5985,124.7743,329.6,2000-11-23,100,84.2
-24.6024,124.7531,324.7,2000-11-23,100,65.3
-24.4776,120.117,332.2,2000-11-23,100,37.3
-24.4729,120.1217,320.7,2000-11-23,100,22.7
-24.4634,120.1199,336.4,2000-11-23,100,45.9
-23.3939,125.2495,321.7,2000-11-23,100,70.1
-23.3878,125.2425,321.8,2000-11-23,100,69.5
-23.3528,124.6523,332.5,2000-11-23,100,99.6
-23.5441,120.0424,354.5,2000-11-23,100,87.4
-23.5458,120.0312,346.9,2000-11-23,100,66.9
-23.5363,120.0294,320.8,2000-11-23,100,20.4
-23.538,120.0182,328.0,2000-11-23,100,30.2
-23.4687,119.7489,331.4,2000-11-23,100,34.2
-23.3672,119.6233,323.9,2000-11-23,100,22.8
-23.3223,119.6307,324.6,2000-11-23,100,23.7
-23.324,119.6199,323.9,2000-11-23,100,22.6
-23.3146,119.6181,337.6,2000-11-23,100,43.2
-23.3051,119.6164,334.4,2000-11-23,100,37.3
-23.3068,119.6056,358.5,2000-11-23,100,92.1
-23.2931,119.5696,332.6,2000-11-23,100,33.5
-22.652,123.0169,351.1,2000-11-23,100,146.8
-22.6551,122.9997,331.2,2000-11-23,100,66.9
-22.1957,123.4964,334.8,2000-11-23,100,93.3
-23.1034,117.393,323.5,2000-11-23,100,17.9
-23.0459,117.4729,325.0,2000-11-23,100,20.2
-23.0473,117.4632,323.4,2000-11-23,100,18.4
-22.886,117.563,320.7,2000-11-23,100,16.9
-22.8501,117.5568,323.2,2000-11-23,100,19.0
-22.8355,117.5941,332.0,2000-11-23,100,29.8
-22.8369,117.5844,326.3,2000-11-23,100,22.7
-22.3328,119.603,359.5,2000-11-23,100,99.2
-22.3345,119.592,361.5,2000-11-23,100,104.8
-22.3362,119.5811,334.9,2000-11-23,100,38.6
-22.325,119.5902,327.9,2000-11-23,100,27.4
-22.3284,119.5684,327.9,2000-11-23,100,27.0
-22.3189,119.5666,320.2,2000-11-23,100,16.2
-22.3205,119.5557,338.6,2000-11-23,100,44.6
-22.3222,119.5449,340.8,2000-11-23,100,48.8
-22.3239,119.534,341.0,2000-11-23,100,50.0
-22.3093,119.5648,322.8,2000-11-23,100,20.1
-22.311,119.5539,324.6,2000-11-23,100,22.3
-22.3127,119.5431,392.7,2000-11-23,100,248.3
-22.3145,119.5322,434.1,2000-11-23,100,623.2
-22.3162,119.5213,388.3,2000-11-23,100,221.2
-22.3179,119.5104,346.3,2000-11-23,100,60.8
-22.3015,119.5522,323.0,2000-11-23,100,20.8
-22.3033,119.5413,322.9,2000-11-23,100,19.9
-22.305,119.5304,373.0,2000-11-23,100,145.9
-22.3067,119.5195,346.3,2000-11-23,100,59.2
-22.3084,119.5086,358.3,2000-11-23,100,91.1
-22.3101,119.4978,403.3,2000-11-23,100,318.6
-22.3118,119.487,382.1,2000-11-23,100,187.6
-22.3006,119.496,350.7,2000-11-23,100,69.6
-22.3023,119.4852,361.6,2000-11-23,100,102.1
-22.304,119.4743,326.2,2000-11-23,100,23.4
-22.2945,119.4725,323.4,2000-11-23,100,19.7
-22.2963,119.4617,321.8,2000-11-23,100,18.7
-22.2679,119.5794,323.6,2000-11-23,100,22.3
-22.2414,119.5345,325.6,2000-11-23,100,26.2
-22.2516,119.4692,323.6,2000-11-23,100,21.5
-22.2533,119.4584,331.1,2000-11-23,100,32.0
-22.2616,119.4044,328.8,2000-11-23,100,29.4
-22.2455,119.4458,333.4,2000-11-23,100,36.2
-22.2472,119.435,340.1,2000-11-23,100,48.0
-22.394,117.9773,328.7,2000-11-23,100,27.8
-22.3011,118.5415,353.8,2000-11-23,100,72.0
-22.3026,118.5314,371.1,2000-11-23,100,123.3
-22.3041,118.5214,342.0,2000-11-23,100,45.7
-22.4846,117.2856,324.0,2000-11-23,100,21.0
-22.486,117.2759,322.1,2000-11-23,100,18.6
-22.292,118.5399,359.7,2000-11-23,100,86.2
-22.2935,118.5298,350.1,2000-11-23,100,60.5
-22.295,118.5198,336.8,2000-11-23,100,34.5
-22.2965,118.5097,380.7,2000-11-23,100,160.3
-22.298,118.4997,355.3,2000-11-23,100,73.7
-22.301,118.4796,320.2,2000-11-23,100,15.6
-22.2813,118.5484,422.8,2000-11-23,100,442.5
-22.2828,118.5383,469.7,2000-11-23,100,1059.6
-22.2843,118.5282,451.6,2000-11-23,100,772.6
-22.2858,118.5182,391.8,2000-11-23,100,215.8
-22.2873,118.5081,381.5,2000-11-23,100,165.4
-22.2889,118.4981,353.7,2000-11-23,100,70.7
-22.2904,118.488,350.8,2000-11-23,100,64.0
-22.2919,118.478,326.1,2000-11-23,100,22.3
-22.2583,118.4514,327.3,2000-11-23,100,24.7
-22.2461,118.4699,333.1,2000-11-23,100,32.8
-22.2477,118.4599,356.3,2000-11-23,100,78.5
-22.2396,118.4625,342.3,2000-11-23,100,48.6
-22.2411,118.4524,387.3,2000-11-23,100,193.8
-22.2426,118.4424,333.4,2000-11-23,100,32.3
-22.2335,118.4408,323.0,2000-11-23,100,19.4
-22.2365,118.4208,321.7,2000-11-23,100,17.6
-22.2243,118.4392,338.6,2000-11-23,100,41.9
-22.2258,118.4291,322.1,2000-11-23,100,19.5
-22.2167,118.4275,333.0,2000-11-23,100,33.5
-22.2182,118.4175,325.5,2000-11-23,100,23.0
-22.2197,118.4075,358.8,2000-11-23,100,85.6
-22.2212,118.3975,344.3,2000-11-23,100,51.8
-21.7411,118.4059,332.2,2000-11-23,100,30.0
-21.7426,118.3958,351.4,2000-11-23,100,65.7
-21.7441,118.3858,329.0,2000-11-23,100,25.9
-21.8444,115.8757,332.4,2000-11-23,100,32.2
-21.8183,115.8613,321.6,2000-11-23,100,18.3
-21.8091,115.8599,322.6,2000-11-23,100,19.6
-21.7866,115.9582,321.8,2000-11-23,100,19.1
-21.8,115.8584,322.3,2000-11-23,100,19.3
-21.7895,115.867,321.3,2000-11-23,100,18.0
-21.7908,115.857,332.6,2000-11-23,100,31.9
-21.7738,115.8587,336.7,2000-11-23,100,38.4
-21.7317,115.8929,327.8,2000-11-23,100,25.3
-21.7331,115.8829,327.1,2000-11-23,100,24.5
-21.7094,115.9198,325.0,2000-11-23,100,22.6
-21.7108,115.9099,324.7,2000-11-23,100,21.9
-21.7003,115.9184,327.8,2000-11-23,100,26.4
-21.3068,118.0444,320.2,2000-11-23,100,15.8
-21.2873,118.1121,343.0,2000-11-23,100,47.4
-21.2888,118.1021,344.6,2000-11-23,100,50.5
-21.2791,118.1149,322.8,2000-11-23,100,19.2
-21.2806,118.105,369.4,2000-11-23,100,117.2
-21.2821,118.0951,327.3,2000-11-23,100,24.2
-21.2835,118.0852,328.7,2000-11-23,100,25.8
-21.285,118.0753,322.1,2000-11-23,100,18.3
-19.779,122.4234,334.1,2000-11-23,100,78.7
-15.356,124.8627,328.5,2000-11-23,100,147.3
-14.008,127.0634,387.9,2000-11-24,100,185.9
-14.0095,127.0732,365.9,2000-11-24,100,92.0
-14.0156,127.0662,365.5,2000-11-24,100,90.8
-14.7847,127.8155,380.5,2000-11-24,100,133.7
-15.277,128.7807,381.7,2000-11-24,100,139.8
-15.2852,128.773,388.9,2000-11-24,100,171.5
-15.2865,128.7823,390.0,2000-11-24,100,177.6
-17.2391,126.9249,369.0,2000-11-24,100,93.3
-17.2406,126.9344,377.8,2000-11-24,100,124.9
-17.2482,126.9234,364.5,2000-11-24,100,75.8
-17.2497,126.9329,363.0,2000-11-24,100,71.4
-17.2587,126.9315,364.3,2000-11-24,100,74.0
-17.7336,127.9539,386.2,2000-11-24,100,158.8
-17.7349,127.9633,427.2,2000-11-24,100,437.9
-18.673,126.7187,362.6,2000-11-24,100,69.7
-19.0087,128.8992,368.9,2000-11-24,100,98.1
-19.797,127.1492,366.0,2000-11-24,100,75.6
-19.8178,127.1652,391.1,2000-11-24,100,182.5
-19.8281,127.1733,365.0,2000-11-24,100,81.3
-19.8581,127.0648,365.3,2000-11-24,100,77.9
-19.8595,127.0743,377.2,2000-11-24,100,120.4
-19.8685,127.0728,369.8,2000-11-24,100,93.7
-19.8829,126.86,396.5,2000-11-24,100,209.7
-19.8919,126.8586,368.8,2000-11-24,100,89.1
-19.8933,126.8681,369.7,2000-11-24,100,93.5
-19.9056,126.827,381.1,2000-11-24,100,133.5
-22.6181,123.0209,376.1,2000-11-24,100,173.1
-22.6203,123.0335,372.5,2000-11-24,100,152.3
-22.5877,118.2384,362.7,2000-11-24,100,361.0
-22.7405,117.6215,362.6,2000-11-24,100,419.5
-22.8273,117.5945,366.5,2000-11-24,100,472.6
-22.8357,117.5592,361.5,2000-11-24,100,390.7
-23.2545,119.548,381.5,2000-11-24,100,453.3
-23.2674,119.5461,389.4,2000-11-24,100,564.4
-24.4313,126.4922,360.4,2000-11-24,100,62.8
-23.2528,119.5423,363.6,2000-11-24,100,254.0
-23.2657,119.5401,381.0,2000-11-24,100,441.2
-23.2699,119.5619,372.5,2000-11-24,100,337.1
-23.5138,120.0821,371.7,2000-11-24,100,288.3
-23.526,120.0795,378.1,2000-11-24,100,345.3
-23.5283,120.0731,366.2,2000-11-24,100,226.6
-24.6458,124.803,367.8,2000-11-24,100,85.9
-24.7496,124.7567,363.8,2000-11-24,100,74.5
-24.7512,124.767,368.4,2000-11-24,100,91.3
-24.7599,124.7021,389.9,2000-11-24,100,178.7
-24.7615,124.7123,381.2,2000-11-24,100,137.8
-24.7647,124.7329,368.8,2000-11-24,100,94.3
-24.2164,120.1745,367.0,2000-11-24,100,234.1
-24.2204,120.1669,389.1,2000-11-24,100,453.7
-24.2323,120.1642,373.5,2000-11-24,100,281.3
-24.2358,120.1824,366.0,2000-11-24,100,212.5
-24.2305,120.0882,362.0,2000-11-24,100,195.1
-25.1697,125.3253,368.4,2000-11-24,100,84.7
-24.5312,120.7721,360.7,2000-11-24,100,138.1
-25.9609,124.7764,373.3,2000-11-24,100,103.1
-26.0283,124.7369,371.2,2000-11-24,100,98.5
-26.0299,124.747,389.8,2000-11-24,100,176.7
-26.0625,124.8976,421.2,2000-11-24,100,389.0
-26.064,124.9077,362.1,2000-11-24,100,68.4
-26.07,124.8858,364.8,2000-11-24,100,74.8
-26.0715,124.8959,434.3,2000-11-24,100,515.2
-26.079,124.8841,384.5,2000-11-24,100,153.5
-26.0806,124.8942,401.2,2000-11-24,100,242.7
-26.0881,124.8824,364.3,2000-11-24,100,77.8
-26.0909,124.8402,360.5,2000-11-24,100,66.1
-28.3871,151.6253,327.5,2000-11-24,100,60.3
-25.8828,124.7274,334.0,2000-11-24,100,106.4
-24.4011,126.461,343.6,2000-11-24,100,97.0
-24.3897,126.4596,347.5,2000-11-24,100,110.7
-24.3917,126.454,342.4,2000-11-24,100,90.8
-22.6631,123.1162,326.3,2000-11-24,100,96.1
-22.3956,119.5949,324.2,2000-11-24,100,198.9
-22.3983,119.5881,320.6,2000-11-24,100,157.8
-21.6332,126.966,326.7,2000-11-24,100,34.5
-19.8457,122.8495,352.0,2000-11-24,100,252.0
-19.8481,122.8248,364.9,2000-11-24,100,387.7
-19.8505,122.7999,337.3,2000-11-24,100,144.6
-19.8544,122.8451,335.6,2000-11-24,100,133.2
-19.8405,122.8437,350.3,2000-11-24,100,236.7
-19.843,122.819,358.0,2000-11-24,100,313.0
-19.8456,122.7941,330.6,2000-11-24,100,106.9
-19.8366,122.7424,322.8,2000-11-24,100,72.7
-19.8392,122.717,334.4,2000-11-24,100,132.6
-19.8418,122.6916,327.4,2000-11-24,100,96.3
-19.8101,122.8651,330.3,2000-11-24,100,102.9
-19.7919,122.7629,320.3,2000-11-24,100,63.9
-19.7875,122.7556,324.5,2000-11-24,100,81.5
-19.753,122.6753,374.5,2000-11-24,100,535.4
-19.7556,122.6496,362.5,2000-11-24,100,376.1
-19.7582,122.6241,328.3,2000-11-24,100,101.4
-19.7232,122.5423,320.8,2000-11-24,100,70.6
-19.7257,122.5164,333.5,2000-11-24,100,137.3
-19.72,122.5367,326.2,2000-11-24,100,95.0
-19.7226,122.5108,326.9,2000-11-24,100,100.8
-17.7513,124.7724,355.2,2000-11-24,100,154.3
-17.7532,124.756,363.6,2000-11-24,100,205.0
-17.7378,124.7873,330.6,2000-11-24,100,54.5
-17.7419,124.7813,350.0,2000-11-24,100,126.3
-17.7439,124.765,361.6,2000-11-24,100,190.0
-17.6604,124.771,357.3,2000-11-24,100,163.3
-17.6626,124.7822,333.5,2000-11-24,100,63.1
-15.552,131.1029,323.4,2000-11-24,100,17.4
-15.3887,129.9612,321.6,2000-11-24,100,14.2
-15.377,129.9785,320.0,2000-11-24,100,13.2
-15.3226,130.0365,325.9,2000-11-24,100,18.9
-15.3239,130.0272,327.3,2000-11-24,100,20.6
-15.3146,130.0294,325.5,2000-11-24,100,18.8
-15.2897,129.8827,320.2,2000-11-24,100,13.2
-15.2807,129.8814,325.1,2000-11-24,100,18.6
-15.2615,129.7582,321.5,2000-11-24,100,14.2
-14.7378,127.9124,326.7,2000-11-24,100,26.3
-23.0114,117.4095,325.2,2000-11-24,100,169.0
-22.8116,117.5584,326.1,2000-11-24,100,183.1
-22.7947,117.5537,348.6,2000-11-24,100,473.4
-22.7521,117.5845,325.9,2000-11-24,100,186.6
-22.8101,117.5534,338.6,2000-11-24,100,324.4
-22.7932,117.5487,332.8,2000-11-24,100,251.8
-22.7509,117.5793,326.2,2000-11-24,100,197.0
-22.5463,118.256,327.3,2000-11-24,100,225.1
-22.3457,117.9963,363.5,2000-11-24,100,879.2
-22.3552,117.9531,324.7,2000-11-24,100,200.0
-22.3279,117.9928,346.4,2000-11-24,100,500.9
-22.3473,117.9922,361.5,2000-11-24,100,821.7
-22.3295,117.9886,350.2,2000-11-24,100,570.9
-17.1723,126.9636,362.2,2000-11-25,100,570.3
-17.7537,124.8417,361.2,2000-11-25,100,280.8
-19.9512,125.2351,361.5,2000-11-25,100,343.1
-19.9542,125.2649,369.9,2000-11-25,100,481.8
-19.9521,125.2582,373.0,2000-11-25,100,546.3
-19.7187,122.5758,374.1,2000-11-25,100,290.1
-19.7705,122.7024,398.4,2000-11-25,100,609.6
-19.7727,122.6965,384.2,2000-11-25,100,404.8
-19.9408,123.6595,392.8,2000-11-25,100,661.6
-21.7115,118.3745,396.1,2000-11-25,100,246.5
-21.7421,117.9938,398.9,2000-11-25,100,256.1
-21.9762,119.7852,392.3,2000-11-25,100,288.1
-22.5598,123.0473,369.0,2000-11-25,100,329.1
-21.6713,115.8789,371.9,2000-11-25,100,97.7
-21.6727,115.8885,395.5,2000-11-25,100,200.6
-22.1714,119.5696,362.5,2000-11-25,100,101.3
-21.6803,115.8774,372.0,2000-11-25,100,96.9
-22.5692,123.0407,409.9,2000-11-25,100,1017.4
-22.5825,123.0392,377.2,2000-11-25,100,414.0
-22.5847,123.0617,372.5,2000-11-25,100,360.6
-22.5957,123.0376,363.2,2000-11-25,100,245.0
-21.7238,115.8603,400.1,2000-11-25,100,228.8
-22.1797,118.3741,385.4,2000-11-25,100,182.7
-22.1827,118.3676,376.0,2000-11-25,100,137.0
-22.1842,118.3786,377.7,2000-11-25,100,142.8
-22.1856,118.3897,387.4,2000-11-25,100,199.3
-22.187,118.4007,369.0,2000-11-25,100,110.4
-22.1923,118.3662,364.2,2000-11-25,100,88.0
-22.1937,118.3772,374.9,2000-11-25,100,130.2
-22.1952,118.3882,369.5,2000-11-25,100,112.7
-22.2019,118.3647,379.7,2000-11-25,100,154.3
-22.2033,118.3758,409.7,2000-11-25,100,352.6
-22.2192,118.4979,416.8,2000-11-25,100,426.9
-22.3606,119.6222,363.6,2000-11-25,100,103.9
-22.2288,118.4965,398.3,2000-11-25,100,268.3
-22.2385,118.4951,378.5,2000-11-25,100,147.0
-22.3292,118.0121,389.1,2000-11-25,100,199.6
-22.4692,118.1599,397.3,2000-11-25,100,259.7
-22.4707,118.1707,366.1,2000-11-25,100,102.2
-22.5006,118.1771,375.6,2000-11-25,100,144.1
-22.5284,118.2396,364.5,2000-11-25,100,96.7
-22.5318,118.2331,366.1,2000-11-25,100,100.9
-22.5332,118.2439,367.0,2000-11-25,100,104.9
-22.7149,117.5851,405.4,2000-11-25,100,299.7
-22.7217,117.5883,372.1,2000-11-25,100,114.1
-22.7296,117.5764,365.6,2000-11-25,100,90.9
-22.7825,117.5472,362.9,2000-11-25,100,86.9
-22.7839,117.5575,391.8,2000-11-25,100,210.6
-22.7867,117.5781,366.4,2000-11-25,100,91.2
-22.7881,117.5884,367.3,2000-11-25,100,94.8
-22.7918,117.5458,388.8,2000-11-25,100,194.9
-22.7997,117.534,396.4,2000-11-25,100,241.3
-22.8159,117.5361,378.1,2000-11-25,100,138.4
-22.8173,117.5464,371.1,2000-11-25,100,105.3
-22.8331,117.5229,440.1,2000-11-25,100,632.1
-22.8345,117.5332,403.2,2000-11-25,100,276.1
